_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2892106165,FALSE,finalized,3,12/10/2020 23:05:08,helpful,1,163724,جيد. مكانه قرب الاسواق و الشاطى. خدمة الواي فاي في الغرف  ضعيفه جدا,good. Place near markets and Shati. Wi-Fi in the rooms are very weak
2892106166,FALSE,finalized,3,12/10/2020 23:05:45,helpful,1,217256,“ابتسامة ورفاهية”. أعجبني موقع الفندق والنادي الصحي وابتسامة الموظفين. لا شي,"""Smile and well-being."" I liked the hotel's location, health club and staff smile. nothing"
2892106167,FALSE,finalized,3,12/10/2020 23:05:45,helpful,1,115534,رائع. فندق ممتاز وخاصه لكبار السن لان قريب جداً افضل من الابراج. لاشي,Gorgeous. Excellent special hotel for the elderly because very close to the best of the towers. nothing
2892106168,FALSE,finalized,3,12/10/2020 23:05:45,helpful,1,147136,رائع. قريب جدا من الحرم نظيف للغايه جديد غرفه ممتازةسعره رائع جدا جدا بالنسبه لمكانه وقربه من الحرم ونظافة المكان انا استمتعت بيه جدا بالاخص انه من ناحية باب السلام.,Gorgeous. Very close to a clean campus extremely new Mmtazhsaara room is very very cool for the location and proximity to the campus and the cleanliness of the place I enjoyed it very Beah especially in terms of the door to peace.
2892106169,FALSE,finalized,3,12/10/2020 23:05:45,unrelated,0.6609,166175,“رحلة من أجل العلاج”. المكان بجوار مستشفى الملك فيصل التخصصي، طاقم العمل، الفطور، تعونهم معي عند حدوث أزمة مرضية لأخي. المواقف ليسة كافية وهي على الشارع,"""Journey for the Cure."" The place next to the King Faisal Specialist Hospital, staff, breakfast, Tonhm with me when a crisis satisfactory to my brother. Attitudes Lisse enough and is on the street"
2892106170,FALSE,finalized,3,12/10/2020 23:36:34,helpful,0.6558,135867,“اسواء اقامه”. موقعه على مجمع الريدسي الفطور متنوع. تعامل الموظفين ونظافه الغرف,"""Raised fare worse."" Its Alridesa complex varied breakfast. Treated the staff and the cleanliness of the rooms"
2892106171,FALSE,finalized,3,12/10/2020 23:36:34,helpful,0.6558,131872,“مخيب للآمال”. الفندق  جديد. الموقع  الأكل التعامل  المواصلات,"""disappointing"". New hotel. Site eating handle transportation"
2892106172,FALSE,finalized,3,12/10/2020 23:36:34,unrelated,1,163808,“اجمل الموجود قرب مول الراشد”. جميع ما ترغب موجود. لا شيء,"""The most beautiful is located near Al-Rashed Mall."" All what you want to exist. nothing"
2892106173,FALSE,finalized,3,12/10/2020 23:36:34,helpful,0.6558,217323,استثنائي. الطاقم وحسن الاستقبال.,Exceptional. The crew and good reception.
2892106174,FALSE,finalized,3,12/10/2020 23:06:38,helpful,1,80853,“يستاهل التجربه”. اللي استقبلنا صواحه نسيت اسمه بس هو مصري ماشاء الله عليه قمه في الاخلاق والادب ودفعت مبلغ زياده على القيمه المطلوبه ورجعوه لي جداً تعامله جميل ومحترم والغندق قريب جداً من المارينا مول وقريب من مطاعم حلوه ينفع للي يحب مكان هادىء وحلو و قريب من كثير اماكن حلوه انصح العوايل فيه بس احجزو بدري. لم يعجبني طاقم التنظيف كانوا كل ما طلبت شي ما يجيبونه واروح وارجع ما كأنهم نظفو قيمة السكن بالنسبه للفندق مرتفعه شوي بالنسبه لي,"""Worthy experience."" Who received us Suahh forgot his name, but is an Egyptian God bless him top of the ethics and literature, and paid an amount in excess of the required value and Rdjaoh me very handling of a beautiful and decent and Aghanndq very close to the Marina Mall and close to restaurants sweet benefit me loves quiet and sweet place and close to many places sweet Recommend Awali it Bs Badri RESERVE. I did not like the cleaning crew were all asked what Shi Giebonh and I go back and what if they Nzvo the value of housing for the hotel for me Shui elevated"
2892106175,FALSE,finalized,3,12/10/2020 23:06:38,helpful,1,30026,“مريح”. الغرف واسعة ، مطبخ جميل ، غسالة ملابس ، بشاشة الموظفين ، حسن الاستقبال والتعاون المرن من ادارة الفندق ، مواقف مجانية. اكثر من مرة اسكن في هذا الفندق لاعجابي به ، ولكن في المرة الاخيرة اعتقد انه بحاجه الى تجديد اثاث ، فالاثاث الموجود حالياً لا يعكس الصورة الجميلة لهذا الفندق ، وشكراً,"""comfortable"". The rooms are spacious, beautiful kitchen, washing machine, TV staff, good reception and cooperation flexible management of the hotel, free parking. More than once I live in this hotel to admire him, but the last time I think he needs to renew furniture, Valathat currently located does not reflect the beautiful picture of this hotel, thank"
2892106176,FALSE,finalized,3,12/10/2020 23:06:38,helpful,0.6558,109488,استثنائي. الذى أعجبنى جودة الأكل أثناء الافطار فى شهر رمضان الكريم. لا يوجد تنسيق بين موظفي الاستقبال والمحاسبين حيث تم تاخيرنا عند الوصول لأن موظف الاستقبال ليس لديه علم بأنه تم الدفع من قبلنا مسبقا,Exceptional. I liked the quality of eating breakfast during the holy month of Ramadan. There is no coordination between the reception staff and accountants were Takarna upon arrival because the receptionist was not aware that it has been accepted in advance payment
2892106177,FALSE,finalized,3,12/10/2020 23:06:38,helpful,0.6558,146197,“فندق عادي”. كثرة الأسرة. النظافة سيئة ولايوجد إهتمام بالمنظر العام والباص يسافر للحرم,"""Normal hotel."" The large number of beds. Bad hygiene and no public interest in the view and the bus travels to the campus"
2892106178,FALSE,finalized,3,12/10/2020 23:07:50,helpful,0.6558,134496,“إيلاف بكه في راحة معتمرين مكه”. الاستقبال وحسن المظهر. الرائحة غير مناسبه جدا في الفندق فهي كريهة وخدمة الواي فاي سيئة جدا وعدم نظافة طاولات الكفي وكثرة الذباب في الاستقبال والكفي,"""Elaf Bakkah in the comfort of pilgrims Mecca."" Reception and good-looking. Smell is very suitable in the hotel are foul and free Wi-Fi is very bad and not clean the handheld tables and the large number of flies in the reception and efficient"
2892106179,FALSE,finalized,3,12/10/2020 23:07:50,helpful,0.6558,143975,“فلورا كريك رائع”. مكان اقامة رائع جدا قريب من المطاعم ومحطة المترو كلها دقائق سيرا على الاقدام .اسعارهم مرتفعة بس يستاهلون ..,"""Flora Creek wonderful."" Very cool place set up close to the restaurants and the metro station are all minutes walk .asarhm high Bs .. deserve"
2892106180,FALSE,finalized,3,12/10/2020 23:07:50,helpful,0.6558,86021,“جيد جدا بالنسبة للثمن”. قائمة الافطار جيدة و متنوعة و طاقم العمل ممتاز اختيار ممتاز اذا كنت تقضي معظم يومك خارج الفندق حيث ان الخدمات الترفيهية داخل الفندق متواضعة.,"""Very good for the price."" Breakfast menu is good and varied and excellent staff an excellent choice if you spend most of your day outside of the hotel where recreational services within a modest hotel."
2892106181,FALSE,finalized,3,12/10/2020 23:07:50,helpful,0.6558,113258,“إقامة ممتعمه ومريحة وخدمات ممتازه”. فندق ممتاز في جميع الخدمات المقدمة للنزلاء. لا شيء,"""Stay Mmtamh comfortable and excellent services."" Excellent hotel in all services provided to guests. nothing"
2892106182,FALSE,finalized,3,12/10/2020 23:08:29,helpful,0.6558,118434,“ممتاز”. موظفة علاقة العملاء رباب تعاملها رائعحجزت غرفه عاديه و حصلت على ابقراد لجناح.,"""Excellent"". Employee customer relationship Rabab dealing Raiahdzt regular room and got Abaqrad wing."
2892106183,FALSE,finalized,3,12/10/2020 23:08:29,helpful,1,105403,“شقق فندقيه راقيه”. الفندق بنظام الشقق الفندقيه ويحتوي على مطبخ مجهز بالكامل من فرن وثلاجه ومغسلة ومناسب لسكن العائلات اثاثه نظيف وراقي جدا. يقع الفندق بالقرب من دبي مول في منطقه ابراج قيد الانشاء يحتاج إلى فتره حتى يتم الانتهاء من المشاريع المعماريه المحيطه وتوصيله بشارع دبي مول حتى يصبح افضل,"""Apartments tasteful."" The hotel, serviced apartments system and has a fully equipped kitchen from oven, refrigerator, laundry, suitable accommodation for families furniture is clean and very sophisticated. The hotel is located near Dubai Mall in the area under construction Towers needs period until the completion of the architectural projects surrounding and connect Dubai Mall Street until it becomes better"
2892106184,FALSE,finalized,3,12/10/2020 23:08:29,helpful,0.6558,26030,مرضي. قربها من الحرم. صغر المطعم  والزحام فيهلا يوجد مواقف للسياراتموظفي الاستقبال غير بشوشينالتقيد بوقت الدخول الساعة الرابعة مع الامكانية الدخول قبل لان الغرقه فاضيةصغر الغرفة والاثاث قديم عدم تلبية الطلبات إلا بعد الإلحاح عليهم.,Patients. Proximity to the campus. Small restaurant and hustle Vihla there is parking Searatamozvi reception Bchocanaltakid time entering the fourth time with the possibility before entering because Algrgah Fadahsgr room and the furniture is old not to meet the demands only after pressing them.
